chr3	536229	+	1
chr3	579600	+	1
chr3	1134740	+	1
chr3	2050061	+	3
chr3	2098649	+	1
chr3	2098713	+	1
chr3	2098868	+	1
chr3	2297295	+	1
chr3	2519625	+	1
chr3	2802968	+	1
chr3	2897661	+	1
chr3	3047785	+	1
chr3	3126908	+	1
chr3	3126910	+	1
chr3	3126914	+	1
chr3	3126917	+	1
chr3	3126927	+	1
chr3	3126929	+	1
chr3	3126933	+	2
chr3	3126934	+	1
chr3	3126935	+	7
chr3	3126936	+	2
chr3	3126937	+	8
chr3	3126938	+	19
chr3	3126941	+	4
chr3	3126942	+	1
chr3	3126943	+	15
chr3	3126944	+	1
chr3	3126946	+	3
chr3	3126947	+	5
chr3	3126949	+	53
chr3	3126950	+	1
chr3	3126951	+	12
chr3	3126952	+	1
chr3	3126953	+	8
chr3	3126954	+	4
chr3	3126955	+	1
chr3	3126956	+	1
chr3	3126957	+	1
chr3	3126958	+	3
chr3	3126959	+	3
chr3	3126961	+	10
chr3	3126962	+	1
chr3	3126963	+	6
chr3	3126964	+	2
chr3	3126965	+	1
chr3	3126967	+	1
chr3	3126971	+	2
chr3	3126972	+	1
chr3	3126973	+	1
chr3	3126983	+	1
chr3	3126987	+	3
chr3	3126988	+	1
chr3	3126991	+	1
chr3	3127011	+	1
chr3	3127012	+	1
chr3	3127013	+	1
chr3	3127018	+	2
chr3	3127085	+	1
chr3	3127181	+	1
chr3	3127657	+	1
chr3	3127709	+	1
chr3	3129015	+	1
chr3	3129161	+	1
chr3	3131473	+	1
chr3	3131580	+	1
chr3	3135947	+	1
chr3	3136631	+	1
chr3	3137452	+	1
chr3	3148063	+	1
chr3	3157540	+	1
chr3	3430445	+	1
chr3	3799408	+	1
chr3	3799427	+	1
chr3	3799429	+	1
chr3	3799431	+	2
chr3	3844844	+	1
chr3	3979886	+	1
chr3	4303304	+	1
chr3	4303308	+	1
chr3	4303314	+	2
chr3	4303328	+	1
chr3	4303330	+	5
chr3	4303331	+	2
chr3	4303333	+	2
chr3	4303336	+	1
chr3	4303342	+	4
chr3	4303345	+	1
chr3	4303354	+	1
chr3	4303361	+	1
chr3	4303363	+	4
chr3	4303365	+	1
chr3	4303366	+	2
chr3	4303367	+	12
chr3	4303368	+	1
chr3	4303369	+	1
chr3	4303370	+	1
chr3	4303381	+	1
chr3	4303383	+	1
chr3	4303385	+	2
chr3	4303395	+	1
chr3	4303396	+	1
chr3	4303626	+	1
chr3	4304967	+	1
chr3	4316586	+	1
chr3	4316845	+	1
chr3	4319638	+	1
chr3	4362194	+	1
chr3	4493346	+	5
chr3	4493348	+	1
chr3	4493452	+	1
chr3	4493475	+	2
chr3	4493476	+	1
chr3	4493477	+	1
chr3	4493479	+	1
chr3	4493481	+	1
chr3	4493495	+	1
chr3	4493501	+	2
chr3	4544623	+	1
chr3	4593405	+	1
chr3	4665168	+	1
chr3	4674239	+	1
chr3	4699889	+	1
chr3	4742314	+	1
chr3	4863704	+	1
chr3	4978466	+	1
chr3	4978918	+	1
chr3	4978971	+	1
chr3	4978980	+	1
chr3	4978981	+	1
chr3	4979128	+	1
chr3	4979250	+	1
chr3	4979302	+	1
chr3	4979425	+	1
chr3	4979431	+	4
chr3	4979432	+	2
chr3	4979433	+	5
chr3	4979435	+	19
chr3	4979436	+	8
chr3	4979437	+	1
chr3	4979440	+	3
chr3	4979443	+	2
chr3	4979448	+	2
chr3	4979450	+	1
chr3	4979453	+	1
chr3	4979456	+	2
chr3	4979457	+	7
chr3	4979458	+	2
chr3	4979461	+	24
chr3	4979463	+	1
chr3	4979465	+	1
chr3	4979466	+	4
chr3	4979467	+	1
chr3	4979468	+	7
chr3	4979470	+	4
chr3	4979472	+	1
chr3	4979473	+	1
chr3	4979474	+	5
chr3	4979475	+	5
chr3	4979477	+	8
chr3	4979479	+	1
chr3	4979480	+	1
chr3	4979484	+	6
chr3	4979486	+	4
chr3	4979487	+	17
chr3	4979488	+	2
chr3	4979496	+	1
chr3	4979499	+	1
chr3	4979500	+	1
chr3	4979501	+	2
chr3	4979504	+	1
chr3	4979505	+	2
chr3	4979506	+	1
chr3	4979507	+	2
chr3	4979508	+	1
chr3	4979509	+	1
chr3	4979510	+	4
chr3	4979525	+	1
chr3	4979549	+	1
chr3	4979585	+	1
chr3	4979586	+	2
chr3	4979587	+	1
chr3	4979715	+	1
chr3	4979985	+	1
chr3	4979993	+	1
chr3	4979995	+	1
chr3	4980020	+	1
chr3	4980031	+	1
chr3	4980327	+	1
chr3	4980348	+	1
chr3	4980372	+	1
chr3	4981286	+	1
chr3	4981449	+	2
chr3	4982856	+	1
chr3	4983059	+	1
chr3	4983125	+	1
chr3	4983150	+	1
chr3	4983342	+	1
chr3	4983381	+	1
chr3	4983391	+	1
chr3	4983426	+	1
chr3	4983534	+	1
chr3	4983782	+	1
chr3	4983839	+	1
chr3	4984006	+	1
chr3	4984167	+	1
chr3	4984203	+	1
chr3	4984211	+	1
chr3	4984421	+	1
chr3	4984440	+	1
chr3	4984525	+	1
chr3	4984537	+	1
chr3	4984642	+	1
chr3	5026528	+	1
chr3	5122232	+	1
chr3	5122238	+	2
chr3	5122241	+	3
chr3	5122246	+	1
chr3	5122251	+	1
chr3	5122252	+	1
chr3	5122253	+	5
chr3	5122255	+	2
chr3	5122257	+	1
chr3	5122258	+	1
chr3	5122259	+	14
chr3	5122261	+	1
chr3	5122262	+	2
chr3	5122263	+	3
chr3	5122265	+	1
chr3	5122266	+	1
chr3	5122267	+	5
chr3	5122270	+	1
chr3	5122271	+	7
chr3	5122273	+	2
chr3	5122274	+	4
chr3	5122275	+	3
chr3	5122276	+	3
chr3	5122277	+	2
chr3	5122278	+	15
chr3	5122280	+	6
chr3	5122281	+	1
chr3	5122283	+	1
chr3	5122284	+	2
chr3	5122285	+	21
chr3	5122286	+	5
chr3	5122287	+	7
chr3	5122288	+	10
chr3	5122289	+	5
chr3	5122290	+	143
chr3	5122291	+	9
chr3	5122292	+	6
chr3	5122293	+	8
chr3	5122294	+	2
chr3	5122295	+	2
chr3	5122296	+	1
chr3	5122297	+	6
chr3	5122299	+	25
chr3	5122301	+	1
chr3	5122303	+	5
chr3	5122304	+	22
chr3	5122305	+	80
chr3	5122306	+	9
chr3	5122308	+	1
chr3	5122309	+	20
chr3	5122310	+	2
chr3	5122311	+	7
chr3	5122312	+	7
chr3	5122313	+	10
chr3	5122315	+	26
chr3	5122316	+	7
chr3	5122317	+	21
chr3	5122318	+	12
chr3	5122319	+	2
chr3	5122321	+	9
chr3	5122322	+	4
chr3	5122324	+	4
chr3	5122327	+	3
chr3	5122330	+	1
chr3	5122333	+	1
chr3	5122334	+	8
chr3	5122340	+	2
chr3	5122341	+	6
chr3	5122347	+	1
chr3	5122354	+	1
chr3	5122355	+	1
chr3	5122362	+	1
chr3	5122365	+	1
chr3	5122370	+	4
chr3	5122374	+	1
chr3	5122378	+	1
chr3	5122385	+	1
chr3	5122435	+	1
chr3	5122464	+	1
chr3	5122473	+	1
