chr3	58791	+	1
chr3	1836115	+	1
chr3	2098922	+	1
chr3	2098923	+	1
chr3	2163921	+	1
chr3	2629592	+	1
chr3	3126908	+	1
chr3	3126913	+	1
chr3	3126914	+	2
chr3	3126915	+	1
chr3	3126920	+	1
chr3	3126921	+	2
chr3	3126926	+	2
chr3	3126931	+	2
chr3	3126933	+	2
chr3	3126934	+	1
chr3	3126935	+	8
chr3	3126937	+	6
chr3	3126938	+	17
chr3	3126940	+	1
chr3	3126941	+	2
chr3	3126943	+	20
chr3	3126944	+	3
chr3	3126945	+	4
chr3	3126946	+	10
chr3	3126947	+	14
chr3	3126949	+	53
chr3	3126950	+	1
chr3	3126951	+	11
chr3	3126953	+	5
chr3	3126954	+	1
chr3	3126956	+	1
chr3	3126957	+	5
chr3	3126958	+	8
chr3	3126959	+	3
chr3	3126961	+	13
chr3	3126962	+	1
chr3	3126963	+	2
chr3	3126964	+	8
chr3	3126966	+	1
chr3	3126967	+	7
chr3	3126968	+	3
chr3	3126971	+	2
chr3	3126973	+	1
chr3	3126982	+	1
chr3	3126986	+	1
chr3	3126988	+	3
chr3	3126991	+	2
chr3	3127001	+	1
chr3	3127018	+	1
chr3	3127064	+	1
chr3	3129091	+	1
chr3	3129112	+	1
chr3	3129174	+	1
chr3	3130489	+	1
chr3	3131330	+	1
chr3	3131487	+	1
chr3	3131614	+	1
chr3	3131683	+	1
chr3	3133592	+	1
chr3	3134801	+	1
chr3	3135068	+	1
chr3	3135514	+	1
chr3	3135574	+	1
chr3	3136531	+	1
chr3	3136749	+	1
chr3	3137110	+	1
chr3	3137378	+	1
chr3	3138623	+	1
chr3	3140599	+	1
chr3	3146430	+	1
chr3	3147166	+	1
chr3	3147568	+	1
chr3	3148115	+	1
chr3	3148133	+	1
chr3	3149939	+	1
chr3	3150192	+	1
chr3	3150458	+	1
chr3	3151015	+	1
chr3	3151380	+	1
chr3	3151533	+	1
chr3	3781463	+	1
chr3	3781488	+	1
chr3	3781502	+	1
chr3	3781519	+	1
chr3	3799387	+	1
chr3	3799429	+	1
chr3	3799430	+	1
chr3	3810272	+	1
chr3	3940426	+	1
chr3	4213704	+	1
chr3	4303313	+	1
chr3	4303314	+	4
chr3	4303330	+	2
chr3	4303331	+	2
chr3	4303333	+	6
chr3	4303336	+	4
chr3	4303338	+	1
chr3	4303339	+	1
chr3	4303342	+	1
chr3	4303344	+	1
chr3	4303347	+	1
chr3	4303354	+	1
chr3	4303363	+	7
chr3	4303364	+	1
chr3	4303365	+	1
chr3	4303366	+	4
chr3	4303367	+	19
chr3	4303368	+	2
chr3	4303378	+	1
chr3	4303383	+	2
chr3	4303384	+	1
chr3	4303385	+	5
chr3	4303395	+	2
chr3	4303396	+	1
chr3	4303398	+	1
chr3	4303598	+	1
chr3	4303618	+	1
chr3	4303620	+	1
chr3	4304901	+	1
chr3	4312881	+	1
chr3	4320370	+	1
chr3	4467305	+	1
chr3	4471258	+	1
chr3	4493346	+	3
chr3	4493466	+	1
chr3	4493476	+	1
chr3	4493488	+	1
chr3	4493496	+	2
chr3	4493516	+	1
chr3	4541576	+	1
chr3	4555422	+	1
chr3	4564635	+	1
chr3	4676681	+	1
chr3	4683795	+	1
chr3	4737412	+	1
chr3	4745096	+	1
chr3	4836957	+	1
chr3	4837067	+	1
chr3	4977549	+	1
chr3	4977926	+	1
chr3	4978777	+	1
chr3	4978907	+	1
chr3	4978930	+	1
chr3	4978960	+	2
chr3	4978962	+	1
chr3	4978971	+	1
chr3	4978976	+	1
chr3	4979067	+	1
chr3	4979271	+	1
chr3	4979288	+	1
chr3	4979408	+	1
chr3	4979425	+	1
chr3	4979428	+	1
chr3	4979432	+	2
chr3	4979433	+	3
chr3	4979434	+	2
chr3	4979435	+	35
chr3	4979436	+	1
chr3	4979438	+	2
chr3	4979439	+	1
chr3	4979440	+	3
chr3	4979443	+	2
chr3	4979444	+	1
chr3	4979446	+	1
chr3	4979448	+	1
chr3	4979450	+	3
chr3	4979455	+	1
chr3	4979457	+	24
chr3	4979458	+	4
chr3	4979459	+	1
chr3	4979461	+	21
chr3	4979462	+	1
chr3	4979466	+	7
chr3	4979468	+	11
chr3	4979469	+	1
chr3	4979470	+	3
chr3	4979473	+	2
chr3	4979474	+	4
chr3	4979475	+	4
chr3	4979477	+	6
chr3	4979484	+	8
chr3	4979486	+	1
